Measurement	Count	Measurement_type	source_file
5'UTR_Exons	5651990	Tag count	THR28_0688_S01
3'UTR_Exons	60251320	Tag count	THR28_0688_S01
Introns	20664367	Tag count	THR28_0688_S01
TSS_up_1kb	230349	Tag count	THR28_0688_S01
TSS_up_5kb	649218	Tag count	THR28_0688_S01
TSS_up_10kb	1021534	Tag count	THR28_0688_S01
TES_down_1kb	685118	Tag count	THR28_0688_S01
TES_down_5kb	1740408	Tag count	THR28_0688_S01
TES_down_10kb	2308219	Tag count	THR28_0688_S01
CDS_Exons	136028691	Tag count	THR29_0720_S01
5'UTR_Exons	7005500	Tag count	THR29_0720_S01
3'UTR_Exons	60140425	Tag count	THR29_0720_S01
Introns	29675237	Tag count	THR29_0720_S01
TSS_up_1kb	384129	Tag count	THR29_0720_S01
TSS_up_5kb	1143714	Tag count	THR29_0720_S01
TSS_up_10kb	1803760	Tag count	THR29_0720_S01
TES_down_1kb	812291	Tag count	THR29_0720_S01
TES_down_5kb	2202739	Tag count	THR29_0720_S01
TES_down_10kb	2956621	Tag count	THR29_0720_S01
CDS_Exons	77755520	Tag count	THR29_0721_S01
5'UTR_Exons	3168015	Tag count	THR29_0721_S01
3'UTR_Exons	36341840	Tag count	THR29_0721_S01
Introns	11145749	Tag count	THR29_0721_S01
TSS_up_1kb	139952	Tag count	THR29_0721_S01
TSS_up_5kb	383821	Tag count	THR29_0721_S01
TSS_up_10kb	612593	Tag count	THR29_0721_S01
TES_down_1kb	377365	Tag count	THR29_0721_S01
TES_down_5kb	1021477	Tag count	THR29_0721_S01
TES_down_10kb	1353727	Tag count	THR29_0721_S01
CDS_Exons	69018914	Tag count	THR29_0722_S01
5'UTR_Exons	3066366	Tag count	THR29_0722_S01
3'UTR_Exons	36985391	Tag count	THR29_0722_S01
Introns	11465535	Tag count	THR29_0722_S01
TSS_up_1kb	143044	Tag count	THR29_0722_S01
TSS_up_5kb	467919	Tag count	THR29_0722_S01
TSS_up_10kb	774567	Tag count	THR29_0722_S01
TES_down_1kb	409704	Tag count	THR29_0722_S01
TES_down_5kb	1124431	Tag count	THR29_0722_S01
TES_down_10kb	1512213	Tag count	THR29_0722_S01
CDS_Exons	54265808	Tag count	THR29_0723_S01
5'UTR_Exons	3115334	Tag count	THR29_0723_S01
3'UTR_Exons	33089464	Tag count	THR29_0723_S01
Introns	24523497	Tag count	THR29_0723_S01
TSS_up_1kb	190723	Tag count	THR29_0723_S01
TSS_up_5kb	669773	Tag count	THR29_0723_S01
TSS_up_10kb	1068311	Tag count	THR29_0723_S01
TES_down_1kb	482884	Tag count	THR29_0723_S01
TES_down_5kb	1462987	Tag count	THR29_0723_S01
TES_down_10kb	2104517	Tag count	THR29_0723_S01
CDS_Exons	73718894	Tag count	THR29_0724_S01
5'UTR_Exons	3320172	Tag count	THR29_0724_S01
3'UTR_Exons	37914059	Tag count	THR29_0724_S01
Introns	17857469	Tag count	THR29_0724_S01
TSS_up_1kb	170989	Tag count	THR29_0724_S01
TSS_up_5kb	555335	Tag count	THR29_0724_S01
TSS_up_10kb	898490	Tag count	THR29_0724_S01
TES_down_1kb	506342	Tag count	THR29_0724_S01
TES_down_5kb	1437546	Tag count	THR29_0724_S01
TES_down_10kb	1955517	Tag count	THR29_0724_S01
CDS_Exons	70784718	Tag count	THR29_0725_S01
5'UTR_Exons	3468010	Tag count	THR29_0725_S01
3'UTR_Exons	39930136	Tag count	THR29_0725_S01
Introns	20970307	Tag count	THR29_0725_S01
TSS_up_1kb	208011	Tag count	THR29_0725_S01
TSS_up_5kb	673662	Tag count	THR29_0725_S01
TSS_up_10kb	1071561	Tag count	THR29_0725_S01
TES_down_1kb	517332	Tag count	THR29_0725_S01
TES_down_5kb	1500302	Tag count	THR29_0725_S01
TES_down_10kb	2049115	Tag count	THR29_0725_S01
CDS_Exons	48784618	Tag count	THR29_0726_S01
5'UTR_Exons	2459233	Tag count	THR29_0726_S01
3'UTR_Exons	34110679	Tag count	THR29_0726_S01
Introns	13968693	Tag count	THR29_0726_S01
TSS_up_1kb	126434	Tag count	THR29_0726_S01
TSS_up_5kb	412130	Tag count	THR29_0726_S01
TSS_up_10kb	725437	Tag count	THR29_0726_S01
TES_down_1kb	394355	Tag count	THR29_0726_S01
TES_down_5kb	1083244	Tag count	THR29_0726_S01
TES_down_10kb	1545553	Tag count	THR29_0726_S01
CDS_Exons	55646687	Tag count	THR29_0727_S01
5'UTR_Exons	2858402	Tag count	THR29_0727_S01
3'UTR_Exons	34446048	Tag count	THR29_0727_S01
Introns	17267094	Tag count	THR29_0727_S01
TSS_up_1kb	163349	Tag count	THR29_0727_S01
TSS_up_5kb	543510	Tag count	THR29_0727_S01
TSS_up_10kb	879539	Tag count	THR29_0727_S01
TES_down_1kb	444021	Tag count	THR29_0727_S01
TES_down_5kb	1233827	Tag count	THR29_0727_S01
TES_down_10kb	1687276	Tag count	THR29_0727_S01
CDS_Exons	124894766	Tag count	THR29_0728_S01
5'UTR_Exons	5508673	Tag count	THR29_0728_S01
3'UTR_Exons	60540499	Tag count	THR29_0728_S01
Introns	11813773	Tag count	THR29_0728_S01
TSS_up_1kb	184169	Tag count	THR29_0728_S01
TSS_up_5kb	479311	Tag count	THR29_0728_S01
TSS_up_10kb	784582	Tag count	THR29_0728_S01
TES_down_1kb	566315	Tag count	THR29_0728_S01
TES_down_5kb	1461217	Tag count	THR29_0728_S01
TES_down_10kb	1851033	Tag count	THR29_0728_S01
CDS_Exons	143992875	Tag count	THR29_0729_S01
5'UTR_Exons	7649417	Tag count	THR29_0729_S01
3'UTR_Exons	78981255	Tag count	THR29_0729_S01
Introns	36965117	Tag count	THR29_0729_S01
TSS_up_1kb	460403	Tag count	THR29_0729_S01
TSS_up_5kb	1466453	Tag count	THR29_0729_S01
TSS_up_10kb	2361052	Tag count	THR29_0729_S01
TES_down_1kb	1194981	Tag count	THR29_0729_S01
TES_down_5kb	3674706	Tag count	THR29_0729_S01
TES_down_10kb	5127858	Tag count	THR29_0729_S01
CDS_Exons	162192829	Tag count	THR29_0730_S01
5'UTR_Exons	7790463	Tag count	THR29_0730_S01
3'UTR_Exons	70947590	Tag count	THR29_0730_S01
Introns	21805262	Tag count	THR29_0730_S01
TSS_up_1kb	303084	Tag count	THR29_0730_S01
TSS_up_5kb	847640	Tag count	THR29_0730_S01
TSS_up_10kb	1336260	Tag count	THR29_0730_S01
TES_down_1kb	795077	Tag count	THR29_0730_S01
TES_down_5kb	2143657	Tag count	THR29_0730_S01
TES_down_10kb	2864145	Tag count	THR29_0730_S01
CDS_Exons	86406901	Tag count	THR29_0731_S01
5'UTR_Exons	3461658	Tag count	THR29_0731_S01
3'UTR_Exons	48222866	Tag count	THR29_0731_S01
Introns	18811255	Tag count	THR29_0731_S01
TSS_up_1kb	148608	Tag count	THR29_0731_S01
TSS_up_5kb	452544	Tag count	THR29_0731_S01
TSS_up_10kb	754571	Tag count	THR29_0731_S01
TES_down_1kb	561383	Tag count	THR29_0731_S01
TES_down_5kb	1515580	Tag count	THR29_0731_S01
TES_down_10kb	1956260	Tag count	THR29_0731_S01
CDS_Exons	75009639	Tag count	THR29_0732_S01
5'UTR_Exons	3754303	Tag count	THR29_0732_S01
3'UTR_Exons	35810557	Tag count	THR29_0732_S01
Introns	24746281	Tag count	THR29_0732_S01
TSS_up_1kb	241623	Tag count	THR29_0732_S01
TSS_up_5kb	815520	Tag count	THR29_0732_S01
TSS_up_10kb	1291942	Tag count	THR29_0732_S01
TES_down_1kb	526407	Tag count	THR29_0732_S01
TES_down_5kb	1588784	Tag count	THR29_0732_S01
TES_down_10kb	2265636	Tag count	THR29_0732_S01
CDS_Exons	81758606	Tag count	THR29_0733_S01
5'UTR_Exons	4000377	Tag count	THR29_0733_S01
3'UTR_Exons	34880504	Tag count	THR29_0733_S01
Introns	19297174	Tag count	THR29_0733_S01
TSS_up_1kb	204411	Tag count	THR29_0733_S01
TSS_up_5kb	641049	Tag count	THR29_0733_S01
TSS_up_10kb	993489	Tag count	THR29_0733_S01
TES_down_1kb	442547	Tag count	THR29_0733_S01
TES_down_5kb	1250168	Tag count	THR29_0733_S01
TES_down_10kb	1673070	Tag count	THR29_0733_S01
CDS_Exons	93459052	Tag count	THR29_0734_S01
5'UTR_Exons	5153385	Tag count	THR29_0734_S01
3'UTR_Exons	41949509	Tag count	THR29_0734_S01
Introns	29304221	Tag count	THR29_0734_S01
TSS_up_1kb	297335	Tag count	THR29_0734_S01
TSS_up_5kb	960092	Tag count	THR29_0734_S01
TSS_up_10kb	1524751	Tag count	THR29_0734_S01
TES_down_1kb	704361	Tag count	THR29_0734_S01
TES_down_5kb	2055977	Tag count	THR29_0734_S01
TES_down_10kb	2801966	Tag count	THR29_0734_S01
CDS_Exons	126877393	Tag count	THR29_0735_S01
5'UTR_Exons	7273378	Tag count	THR29_0735_S01
3'UTR_Exons	82236689	Tag count	THR29_0735_S01
Introns	41086437	Tag count	THR29_0735_S01
TSS_up_1kb	427108	Tag count	THR29_0735_S01
TSS_up_5kb	1297266	Tag count	THR29_0735_S01
TSS_up_10kb	2118614	Tag count	THR29_0735_S01
TES_down_1kb	1167760	Tag count	THR29_0735_S01
TES_down_5kb	3358548	Tag count	THR29_0735_S01
TES_down_10kb	4623783	Tag count	THR29_0735_S01
CDS_Exons	161182427	Tag count	THR29_0736_S01
5'UTR_Exons	9811249	Tag count	THR29_0736_S01
3'UTR_Exons	76039832	Tag count	THR29_0736_S01
Introns	62695107	Tag count	THR29_0736_S01
TSS_up_1kb	590755	Tag count	THR29_0736_S01
TSS_up_5kb	1835306	Tag count	THR29_0736_S01
TSS_up_10kb	2819485	Tag count	THR29_0736_S01
TES_down_1kb	1213925	Tag count	THR29_0736_S01
TES_down_5kb	3682156	Tag count	THR29_0736_S01
TES_down_10kb	5225738	Tag count	THR29_0736_S01
CDS_Exons	73556677	Tag count	THR29_0737_S01
5'UTR_Exons	3924891	Tag count	THR29_0737_S01
3'UTR_Exons	32984302	Tag count	THR29_0737_S01
Introns	22237993	Tag count	THR29_0737_S01
TSS_up_1kb	252807	Tag count	THR29_0737_S01
TSS_up_5kb	826423	Tag count	THR29_0737_S01
TSS_up_10kb	1226761	Tag count	THR29_0737_S01
TES_down_1kb	509962	Tag count	THR29_0737_S01
TES_down_5kb	1524799	Tag count	THR29_0737_S01
TES_down_10kb	2140756	Tag count	THR29_0737_S01
CDS_Exons	144163541	Tag count	THR29_0738_S01
5'UTR_Exons	8619960	Tag count	THR29_0738_S01
3'UTR_Exons	78629038	Tag count	THR29_0738_S01
Introns	50211809	Tag count	THR29_0738_S01
TSS_up_1kb	525352	Tag count	THR29_0738_S01
TSS_up_5kb	1735281	Tag count	THR29_0738_S01
TSS_up_10kb	2766696	Tag count	THR29_0738_S01
TES_down_1kb	1239811	Tag count	THR29_0738_S01
TES_down_5kb	3622667	Tag count	THR29_0738_S01
TES_down_10kb	5113967	Tag count	THR29_0738_S01
CDS_Exons	169239851	Tag count	THR29_0739_S01
5'UTR_Exons	10473362	Tag count	THR29_0739_S01
3'UTR_Exons	77558706	Tag count	THR29_0739_S01
Introns	62539454	Tag count	THR29_0739_S01
TSS_up_1kb	563133	Tag count	THR29_0739_S01
TSS_up_5kb	1760288	Tag count	THR29_0739_S01
TSS_up_10kb	2784878	Tag count	THR29_0739_S01
TES_down_1kb	1326008	Tag count	THR29_0739_S01
TES_down_5kb	3826007	Tag count	THR29_0739_S01
TES_down_10kb	5331195	Tag count	THR29_0739_S01
CDS_Exons	157172488	Tag count	THR29_0740_S01
5'UTR_Exons	7074759	Tag count	THR29_0740_S01
3'UTR_Exons	75238018	Tag count	THR29_0740_S01
Introns	19324974	Tag count	THR29_0740_S01
TSS_up_1kb	284903	Tag count	THR29_0740_S01
TSS_up_5kb	806623	Tag count	THR29_0740_S01
TSS_up_10kb	1243568	Tag count	THR29_0740_S01
TES_down_1kb	760835	Tag count	THR29_0740_S01
TES_down_5kb	2048906	Tag count	THR29_0740_S01
TES_down_10kb	2703704	Tag count	THR29_0740_S01
CDS_Exons	75140147	Tag count	THR29_0741_S01
5'UTR_Exons	3095870	Tag count	THR29_0741_S01
3'UTR_Exons	33794260	Tag count	THR29_0741_S01
Introns	13068423	Tag count	THR29_0741_S01
TSS_up_1kb	112822	Tag count	THR29_0741_S01
TSS_up_5kb	334100	Tag count	THR29_0741_S01
TSS_up_10kb	530818	Tag count	THR29_0741_S01
TES_down_1kb	374456	Tag count	THR29_0741_S01
TES_down_5kb	997723	Tag count	THR29_0741_S01
TES_down_10kb	1295599	Tag count	THR29_0741_S01
CDS_Exons	111131276	Tag count	THR29_0742_S01
5'UTR_Exons	6572935	Tag count	THR29_0742_S01
3'UTR_Exons	66889407	Tag count	THR29_0742_S01
Introns	38284823	Tag count	THR29_0742_S01
TSS_up_1kb	393448	Tag count	THR29_0742_S01
TSS_up_5kb	1340919	Tag count	THR29_0742_S01
TSS_up_10kb	2156441	Tag count	THR29_0742_S01
TES_down_1kb	986501	Tag count	THR29_0742_S01
TES_down_5kb	2729815	Tag count	THR29_0742_S01
TES_down_10kb	3657905	Tag count	THR29_0742_S01
CDS_Exons	150942806	Tag count	THR29_0743_S01
5'UTR_Exons	8674824	Tag count	THR29_0743_S01
3'UTR_Exons	65631634	Tag count	THR29_0743_S01
Introns	44957708	Tag count	THR29_0743_S01
TSS_up_1kb	525868	Tag count	THR29_0743_S01
TSS_up_5kb	1556887	Tag count	THR29_0743_S01
TSS_up_10kb	2426046	Tag count	THR29_0743_S01
TES_down_1kb	1023610	Tag count	THR29_0743_S01
TES_down_5kb	2960291	Tag count	THR29_0743_S01
TES_down_10kb	4116121	Tag count	THR29_0743_S01
CDS_Exons	130750746	Tag count	THR29_0744_S01
5'UTR_Exons	7830530	Tag count	THR29_0744_S01
3'UTR_Exons	63495390	Tag count	THR29_0744_S01
Introns	39786865	Tag count	THR29_0744_S01
TSS_up_1kb	458573	Tag count	THR29_0744_S01
TSS_up_5kb	1407777	Tag count	THR29_0744_S01
TSS_up_10kb	2171575	Tag count	THR29_0744_S01
TES_down_1kb	964650	Tag count	THR29_0744_S01
TES_down_5kb	2803167	Tag count	THR29_0744_S01
TES_down_10kb	3945148	Tag count	THR29_0744_S01
CDS_Exons	137849516	Tag count	THR29_0745_S01
5'UTR_Exons	7361826	Tag count	THR29_0745_S01
3'UTR_Exons	61026520	Tag count	THR29_0745_S01
Introns	27954630	Tag count	THR29_0745_S01
TSS_up_1kb	347397	Tag count	THR29_0745_S01
TSS_up_5kb	995470	Tag count	THR29_0745_S01
TSS_up_10kb	1542340	Tag count	THR29_0745_S01
TES_down_1kb	826027	Tag count	THR29_0745_S01
TES_down_5kb	2331954	Tag count	THR29_0745_S01
TES_down_10kb	3178444	Tag count	THR29_0745_S01
CDS_Exons	131621288	Tag count	THR29_0746_S01
5'UTR_Exons	6660922	Tag count	THR29_0746_S01
3'UTR_Exons	66290790	Tag count	THR29_0746_S01
Introns	26387231	Tag count	THR29_0746_S01
TSS_up_1kb	285994	Tag count	THR29_0746_S01
TSS_up_5kb	782518	Tag count	THR29_0746_S01
TSS_up_10kb	1235488	Tag count	THR29_0746_S01
TES_down_1kb	827169	Tag count	THR29_0746_S01
TES_down_5kb	2240070	Tag count	THR29_0746_S01
TES_down_10kb	2915432	Tag count	THR29_0746_S01
CDS_Exons	123006076	Tag count	THR29_0747_S01
5'UTR_Exons	6777866	Tag count	THR29_0747_S01
3'UTR_Exons	58101615	Tag count	THR29_0747_S01
Introns	34400599	Tag count	THR29_0747_S01
TSS_up_1kb	337082	Tag count	THR29_0747_S01
TSS_up_5kb	1036067	Tag count	THR29_0747_S01
TSS_up_10kb	1610848	Tag count	THR29_0747_S01
TES_down_1kb	808381	Tag count	THR29_0747_S01
TES_down_5kb	2394790	Tag count	THR29_0747_S01
TES_down_10kb	3235959	Tag count	THR29_0747_S01
CDS_Exons	81542008	Tag count	THR29_0748_S01
5'UTR_Exons	3445235	Tag count	THR29_0748_S01
3'UTR_Exons	38400796	Tag count	THR29_0748_S01
Introns	15215690	Tag count	THR29_0748_S01
TSS_up_1kb	131578	Tag count	THR29_0748_S01
TSS_up_5kb	391505	Tag count	THR29_0748_S01
TSS_up_10kb	615000	Tag count	THR29_0748_S01
TES_down_1kb	430639	Tag count	THR29_0748_S01
TES_down_5kb	1133621	Tag count	THR29_0748_S01
TES_down_10kb	1455624	Tag count	THR29_0748_S01
CDS_Exons	98844273	Tag count	THR29_0749_S01
5'UTR_Exons	5190163	Tag count	THR29_0749_S01
3'UTR_Exons	49132726	Tag count	THR29_0749_S01
Introns	20287466	Tag count	THR29_0749_S01
TSS_up_1kb	190019	Tag count	THR29_0749_S01
TSS_up_5kb	585569	Tag count	THR29_0749_S01
TSS_up_10kb	970912	Tag count	THR29_0749_S01
TES_down_1kb	526228	Tag count	THR29_0749_S01
TES_down_5kb	1470142	Tag count	THR29_0749_S01
TES_down_10kb	2016958	Tag count	THR29_0749_S01
CDS_Exons	73841667	Tag count	THR29_0750_S01
5'UTR_Exons	3471289	Tag count	THR29_0750_S01
3'UTR_Exons	34064411	Tag count	THR29_0750_S01
Introns	12123427	Tag count	THR29_0750_S01
TSS_up_1kb	166854	Tag count	THR29_0750_S01
TSS_up_5kb	483535	Tag count	THR29_0750_S01
TSS_up_10kb	771421	Tag count	THR29_0750_S01
TES_down_1kb	419449	Tag count	THR29_0750_S01
TES_down_5kb	1177019	Tag count	THR29_0750_S01
TES_down_10kb	1553156	Tag count	THR29_0750_S01
CDS_Exons	158598144	Tag count	THR29_0751_S01
5'UTR_Exons	9897916	Tag count	THR29_0751_S01
3'UTR_Exons	84356714	Tag count	THR29_0751_S01
Introns	74561562	Tag count	THR29_0751_S01
TSS_up_1kb	614120	Tag count	THR29_0751_S01
TSS_up_5kb	1928962	Tag count	THR29_0751_S01
TSS_up_10kb	3030418	Tag count	THR29_0751_S01
TES_down_1kb	1552541	Tag count	THR29_0751_S01
TES_down_5kb	4648144	Tag count	THR29_0751_S01
TES_down_10kb	6422764	Tag count	THR29_0751_S01
CDS_Exons	155597797	Tag count	THR29_0752_S01
5'UTR_Exons	8098200	Tag count	THR29_0752_S01
3'UTR_Exons	69655664	Tag count	THR29_0752_S01
Introns	30488525	Tag count	THR29_0752_S01
TSS_up_1kb	362646	Tag count	THR29_0752_S01
TSS_up_5kb	1008264	Tag count	THR29_0752_S01
TSS_up_10kb	1556934	Tag count	THR29_0752_S01
TES_down_1kb	826342	Tag count	THR29_0752_S01
TES_down_5kb	2258426	Tag count	THR29_0752_S01
TES_down_10kb	3026833	Tag count	THR29_0752_S01
CDS_Exons	77795852	Tag count	THR29_0753_S01
5'UTR_Exons	4149792	Tag count	THR29_0753_S01
3'UTR_Exons	36709391	Tag count	THR29_0753_S01
Introns	14684285	Tag count	THR29_0753_S01
TSS_up_1kb	185672	Tag count	THR29_0753_S01
TSS_up_5kb	557888	Tag count	THR29_0753_S01
TSS_up_10kb	870265	Tag count	THR29_0753_S01
TES_down_1kb	476426	Tag count	THR29_0753_S01
TES_down_5kb	1302448	Tag count	THR29_0753_S01
TES_down_10kb	1705665	Tag count	THR29_0753_S01
CDS_Exons	169573811	Tag count	THR29_0754_S01
5'UTR_Exons	9514379	Tag count	THR29_0754_S01
3'UTR_Exons	71863918	Tag count	THR29_0754_S01
Introns	44209160	Tag count	THR29_0754_S01
TSS_up_1kb	608055	Tag count	THR29_0754_S01
TSS_up_5kb	1847166	Tag count	THR29_0754_S01
TSS_up_10kb	2949927	Tag count	THR29_0754_S01
TES_down_1kb	1121992	Tag count	THR29_0754_S01
TES_down_5kb	3323249	Tag count	THR29_0754_S01
TES_down_10kb	4676947	Tag count	THR29_0754_S01
CDS_Exons	106224984	Tag count	THR29_0755_S01
5'UTR_Exons	5238611	Tag count	THR29_0755_S01
3'UTR_Exons	43010740	Tag count	THR29_0755_S01
Introns	21525493	Tag count	THR29_0755_S01
TSS_up_1kb	273687	Tag count	THR29_0755_S01
TSS_up_5kb	808009	Tag count	THR29_0755_S01
TSS_up_10kb	1264213	Tag count	THR29_0755_S01
TES_down_1kb	611895	Tag count	THR29_0755_S01
TES_down_5kb	1730371	Tag count	THR29_0755_S01
TES_down_10kb	2346984	Tag count	THR29_0755_S01
CDS_Exons	63631085	Tag count	THR29_0756_S01
5'UTR_Exons	3907033	Tag count	THR29_0756_S01
3'UTR_Exons	34951879	Tag count	THR29_0756_S01
Introns	35378234	Tag count	THR29_0756_S01
TSS_up_1kb	310612	Tag count	THR29_0756_S01
TSS_up_5kb	1073163	Tag count	THR29_0756_S01
TSS_up_10kb	1684013	Tag count	THR29_0756_S01
TES_down_1kb	598611	Tag count	THR29_0756_S01
TES_down_5kb	1815288	Tag count	THR29_0756_S01
TES_down_10kb	2674194	Tag count	THR29_0756_S01
CDS_Exons	152926011	Tag count	THR29_0757_S01
5'UTR_Exons	9015427	Tag count	THR29_0757_S01
3'UTR_Exons	72705937	Tag count	THR29_0757_S01
Introns	52889535	Tag count	THR29_0757_S01
TSS_up_1kb	502389	Tag count	THR29_0757_S01
TSS_up_5kb	1526515	Tag count	THR29_0757_S01
TSS_up_10kb	2382989	Tag count	THR29_0757_S01
TES_down_1kb	1245824	Tag count	THR29_0757_S01
TES_down_5kb	3607806	Tag count	THR29_0757_S01
TES_down_10kb	5111039	Tag count	THR29_0757_S01
CDS_Exons	119485080	Tag count	THR29_0758_S01
5'UTR_Exons	6588913	Tag count	THR29_0758_S01
3'UTR_Exons	70795045	Tag count	THR29_0758_S01
Introns	35327397	Tag count	THR29_0758_S01
TSS_up_1kb	305492	Tag count	THR29_0758_S01
TSS_up_5kb	892684	Tag count	THR29_0758_S01
TSS_up_10kb	1429835	Tag count	THR29_0758_S01
TES_down_1kb	841173	Tag count	THR29_0758_S01
TES_down_5kb	2274447	Tag count	THR29_0758_S01
TES_down_10kb	3016315	Tag count	THR29_0758_S01
CDS_Exons	133802993	Tag count	THR29_0759_S01
5'UTR_Exons	6726525	Tag count	THR29_0759_S01
3'UTR_Exons	65093930	Tag count	THR29_0759_S01
Introns	25931511	Tag count	THR29_0759_S01
TSS_up_1kb	246056	Tag count	THR29_0759_S01
TSS_up_5kb	705013	Tag count	THR29_0759_S01
TSS_up_10kb	1156123	Tag count	THR29_0759_S01
TES_down_1kb	797791	Tag count	THR29_0759_S01
TES_down_5kb	2282950	Tag count	THR29_0759_S01
TES_down_10kb	3003461	Tag count	THR29_0759_S01
CDS_Exons	151233615	Tag count	THR29_0760_S01
5'UTR_Exons	9151149	Tag count	THR29_0760_S01
3'UTR_Exons	79022557	Tag count	THR29_0760_S01
Introns	61182487	Tag count	THR29_0760_S01
TSS_up_1kb	546004	Tag count	THR29_0760_S01
TSS_up_5kb	1723671	Tag count	THR29_0760_S01
TSS_up_10kb	2710906	Tag count	THR29_0760_S01
TES_down_1kb	1361919	Tag count	THR29_0760_S01
TES_down_5kb	4007952	Tag count	THR29_0760_S01
TES_down_10kb	5560054	Tag count	THR29_0760_S01
CDS_Exons	147697980	Tag count	THR29_0761_S01
5'UTR_Exons	8375548	Tag count	THR29_0761_S01
3'UTR_Exons	69539856	Tag count	THR29_0761_S01
Introns	45968990	Tag count	THR29_0761_S01
TSS_up_1kb	473628	Tag count	THR29_0761_S01
TSS_up_5kb	1307637	Tag count	THR29_0761_S01
TSS_up_10kb	1990365	Tag count	THR29_0761_S01
TES_down_1kb	949000	Tag count	THR29_0761_S01
TES_down_5kb	2710400	Tag count	THR29_0761_S01
TES_down_10kb	3672137	Tag count	THR29_0761_S01
CDS_Exons	80681707	Tag count	THR29_0762_S01
5'UTR_Exons	3993855	Tag count	THR29_0762_S01
3'UTR_Exons	37768098	Tag count	THR29_0762_S01
Introns	21055533	Tag count	THR29_0762_S01
TSS_up_1kb	198414	Tag count	THR29_0762_S01
TSS_up_5kb	646225	Tag count	THR29_0762_S01
TSS_up_10kb	1072442	Tag count	THR29_0762_S01
TES_down_1kb	529385	Tag count	THR29_0762_S01
TES_down_5kb	1493089	Tag count	THR29_0762_S01
TES_down_10kb	2010446	Tag count	THR29_0762_S01
CDS_Exons	142851815	Tag count	THR29_0763_S01
5'UTR_Exons	7378335	Tag count	THR29_0763_S01
3'UTR_Exons	74283565	Tag count	THR29_0763_S01
Introns	33525036	Tag count	THR29_0763_S01
TSS_up_1kb	352937	Tag count	THR29_0763_S01
TSS_up_5kb	1038572	Tag count	THR29_0763_S01
TSS_up_10kb	1684260	Tag count	THR29_0763_S01
TES_down_1kb	1079059	Tag count	THR29_0763_S01
TES_down_5kb	3034349	Tag count	THR29_0763_S01
TES_down_10kb	4106190	Tag count	THR29_0763_S01
CDS_Exons	123124274	Tag count	THR29_0764_S01
5'UTR_Exons	6919161	Tag count	THR29_0764_S01
3'UTR_Exons	71813376	Tag count	THR29_0764_S01
Introns	43767999	Tag count	THR29_0764_S01
TSS_up_1kb	393259	Tag count	THR29_0764_S01
TSS_up_5kb	1171147	Tag count	THR29_0764_S01
TSS_up_10kb	1850388	Tag count	THR29_0764_S01
TES_down_1kb	984761	Tag count	THR29_0764_S01
TES_down_5kb	2840302	Tag count	THR29_0764_S01
TES_down_10kb	3800484	Tag count	THR29_0764_S01
CDS_Exons	165451220	Tag count	THR29_0765_S01
5'UTR_Exons	8176658	Tag count	THR29_0765_S01
3'UTR_Exons	73771371	Tag count	THR29_0765_S01
Introns	33493173	Tag count	THR29_0765_S01
TSS_up_1kb	387183	Tag count	THR29_0765_S01
TSS_up_5kb	1065823	Tag count	THR29_0765_S01
TSS_up_10kb	1605036	Tag count	THR29_0765_S01
TES_down_1kb	842484	Tag count	THR29_0765_S01
TES_down_5kb	2401142	Tag count	THR29_0765_S01
TES_down_10kb	3245575	Tag count	THR29_0765_S01
CDS_Exons	86503548	Tag count	THR29_0766_S01
5'UTR_Exons	4126398	Tag count	THR29_0766_S01
3'UTR_Exons	42727348	Tag count	THR29_0766_S01
Introns	24654940	Tag count	THR29_0766_S01
TSS_up_1kb	224502	Tag count	THR29_0766_S01
TSS_up_5kb	691261	Tag count	THR29_0766_S01
TSS_up_10kb	1075100	Tag count	THR29_0766_S01
TES_down_1kb	598067	Tag count	THR29_0766_S01
TES_down_5kb	1680435	Tag count	THR29_0766_S01
TES_down_10kb	2206076	Tag count	THR29_0766_S01
CDS_Exons	151893955	Tag count	THR29_0767_S01
5'UTR_Exons	8052583	Tag count	THR29_0767_S01
3'UTR_Exons	67219775	Tag count	THR29_0767_S01
Introns	45737494	Tag count	THR29_0767_S01
TSS_up_1kb	474226	Tag count	THR29_0767_S01
TSS_up_5kb	1384151	Tag count	THR29_0767_S01
TSS_up_10kb	2141240	Tag count	THR29_0767_S01
TES_down_1kb	1017600	Tag count	THR29_0767_S01
TES_down_5kb	2975450	Tag count	THR29_0767_S01
TES_down_10kb	4062175	Tag count	THR29_0767_S01
CDS_Exons	133021651	Tag count	THR29_0768_S01
5'UTR_Exons	6974092	Tag count	THR29_0768_S01
3'UTR_Exons	69521911	Tag count	THR29_0768_S01
Introns	30607828	Tag count	THR29_0768_S01
TSS_up_1kb	311866	Tag count	THR29_0768_S01
TSS_up_5kb	898963	Tag count	THR29_0768_S01
TSS_up_10kb	1450297	Tag count	THR29_0768_S01
TES_down_1kb	876718	Tag count	THR29_0768_S01
TES_down_5kb	2484242	Tag count	THR29_0768_S01
TES_down_10kb	3308557	Tag count	THR29_0768_S01
CDS_Exons	79994492	Tag count	THR29_0769_S01
5'UTR_Exons	4607399	Tag count	THR29_0769_S01
